seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr16	2033081	2033145	65	*	X03383	2671	2034150	2037750	3601	+	1004	upstream	1004	GFER
chr16	2319649	2319753	105	*	X03396	100126328	2321748	2321841	94	+	1994	upstream	1994	MIR940
chr16	2319649	2319753	105	*	X03396	100500812	2320714	2320773	60	+	960	upstream	960	MIR3677
chr16	2319649	2319753	105	*	X03396	10921	2303100	2318413	15314	-	1235	upstream	1235	RNPS1
chr16	2509057	2509146	90	*	X03397	80178	2510115	2514964	4850	+	968	upstream	968	TEDC2
chr16	2509297	2509446	150	*	X03398	80178	2510115	2514964	4850	+	668	upstream	668	TEDC2
chr16	2523594	2523663	70	*	X03400	57465	2525147	2570224	45078	+	1483	upstream	1483	TBC1D24
chr16	2569757	2569966	210	*	X03402	51005	2570363	2580955	10593	+	396	upstream	396	AMDHD2
chr16	3072600	3072719	120	*	X03414	79228	3074032	3077756	3725	+	1312	upstream	1312	THOC6
chr16	3072894	3072998	105	*	X03415	79228	3074032	3077756	3725	+	1033	upstream	1033	THOC6
chr16	3073239	3073358	120	*	X03416	79228	3074032	3077756	3725	+	673	upstream	673	THOC6
chr16	3073410	3073469	60	*	X03417	79228	3074032	3077756	3725	+	562	upstream	562	THOC6
chr16	3183376	3183473	98	*	X03422	7760	3185057	3192805	7749	+	1583	upstream	1583	ZNF213
chr16	4401882	4402001	120	*	X03437	51025	4390252	4401373	11122	-	508	upstream	508	PAM16
chr16	4817786	4817791	6	*	X03445	26048	4800815	4817166	16352	-	619	upstream	619	ZNF500
chr16	4853481	4853735	255	*	X03447	79641	4846963	4852951	5989	-	529	upstream	529	ROGDI
chr16	11892502	11892561	60	*	X03486	29066	11844442	11891114	46673	-	1387	upstream	1387	ZC3H7A
chr16	17565103	17565129	27	*	X03498	64131	17196181	17564738	368558	-	364	upstream	364	XYLT1
chr16	21169220	21169324	105	*	X03505	57146	21169912	21191937	22026	+	587	upstream	587	TMEM159
chr16	21963200	21963304	105	*	X03509	7385	21964609	21994668	30060	+	1304	upstream	1304	UQCRC2
chr16	22012733	22012753	21	*	X03510	255762	21995186	22012431	17246	-	301	upstream	301	PDZD9
chr16	25121879	25121983	105	*	X03517	51451	25123047	25189551	66505	+	1063	upstream	1063	LCMT1
chr16	25270309	25270413	105	*	X03518	342357	25247322	25268855	21534	-	1453	upstream	1453	ZKSCAN2
chr16	28608405	28608575	171	*	X03524	6799	28603264	28608391	5128	-	13	upstream	13	SULT1A2
chr16	28985099	28985257	159	*	X03528	83985	28986096	28996838	10743	+	838	upstream	838	SPNS1
chr16	29301731	29301901	171	*	X03531	440352	29302828	29418349	115522	+	926	upstream	926	SNX29P2
chr16	29302755	29302904	150	*	X03532	440352	29302828	29418349	115522	+	0	overlapStart	0	SNX29P2
chr16	29822229	29822373	145	*	X03538	112476	29823409	29827202	3794	+	1035	upstream	1035	PRRT2
chr16	29826083	29826083	1	*	X03539	79447	29827528	29833816	6289	+	1444	upstream	1444	PAGR1
chr16	29912176	29912223	48	*	X03540	253982	29912147	29930953	18807	+	0	inside	28	ASPHD1
chr16	29912176	29912223	48	*	X03540	26470	29882480	29910585	28106	-	1590	upstream	1590	SEZ6L2
chr16	30347311	30347430	120	*	X03546	595101	30278914	30346695	67782	-	615	upstream	615	SMG1P5
chr16	30367936	30367961	26	*	X03548	10421	30362087	30366682	4596	-	1253	upstream	1253	CD2BP2
chr16	30368281	30368400	120	*	X03549	10421	30362087	30366682	4596	-	1598	upstream	1598	CD2BP2
chr16	30389019	30389049	31	*	X03550	197407	30389633	30411429	21797	+	583	upstream	583	ZNF48
chr16	30798904	30798946	43	*	X03553	23361	30789770	30798523	8754	-	380	upstream	380	ZNF629
chr16	30888415	30888457	43	*	X03554	100616231	30886587	30886644	58	-	1770	upstream	1770	MIR4519
chr16	30904203	30904220	18	*	X03555	100313837	30905224	30905306	83	+	1003	upstream	1003	MIR762
chr16	30906388	30906507	120	*	X03556	1489	30907928	30914881	6954	+	1420	upstream	1420	CTF1
chr16	30906388	30906507	120	*	X03556	9274	30846270	30905399	59130	-	988	upstream	988	BCL7C
chr16	30907348	30907482	135	*	X03557	1489	30907928	30914881	6954	+	445	upstream	445	CTF1
chr16	30907348	30907482	135	*	X03557	9274	30846270	30905399	59130	-	1948	upstream	1948	BCL7C
chr16	30936523	30936590	68	*	X03558	283932	30930640	30934590	3951	-	1932	upstream	1932	FBXL19-AS1
chr16	30996720	30996805	86	*	X03561	80270	30996519	31000473	3955	+	0	inside	200	HSD3B7
chr16	31190138	31190242	105	*	X03563	2521	31191431	31206192	14762	+	1188	upstream	1188	FUS
chr16	49891487	49891544	58	*	X03571	23090	49524515	49891830	367316	-	0	inside	285	ZNF423
chr16	53087323	53087404	82	*	X03575	80205	53088945	53361414	272470	+	1540	upstream	1540	CHD9
chr16	56965614	56965648	35	*	X03584	9709	56966002	56977793	11792	+	353	upstream	353	HERPUD1
chr16	57022774	57022787	14	*	X03585	84166	57023459	57117436	93978	+	671	upstream	671	NLRC5
chr16	57023043	57023147	105	*	X03586	84166	57023459	57117436	93978	+	311	upstream	311	NLRC5
chr16	57520579	57520833	255	*	X03597	55715	57505870	57520385	14516	-	193	upstream	193	DOK4
chr16	57520894	57521013	120	*	X03598	55715	57505870	57520385	14516	-	508	upstream	508	DOK4
chr16	57521404	57521414	11	*	X03599	55715	57505870	57520385	14516	-	1018	upstream	1018	DOK4
chr16	57844097	57844231	135	*	X03613	388282	57844549	57850831	6283	+	317	upstream	317	LOC388282
chr16	57844327	57844416	90	*	X03614	388282	57844549	57850831	6283	+	132	upstream	132	LOC388282
chr16	57897724	57897790	67	*	X03616	3801	57792129	57896733	104605	-	990	upstream	990	KIFC3
chr16	66398974	66398984	11	*	X03622	1003	66400525	66438689	38165	+	1540	upstream	1540	CDH5
chr16	66961086	66961160	75	*	X03631	6236	66955582	66959439	3858	-	1646	upstream	1646	RRAD
chr16	67185256	67185351	96	*	X03636	84752	67182005	67184902	2898	-	353	upstream	353	B3GNT9
chr16	67192852	67192986	135	*	X03637	55336	67193891	67198077	4187	+	904	upstream	904	FBXL8
chr16	67218674	67218782	109	*	X03641	653319	67209505	67217943	8439	-	730	upstream	730	KIAA0895L
chr16	67232100	67232132	33	*	X03643	79767	67233028	67237927	4900	+	895	upstream	895	ELMO3
chr16	67260086	67260205	120	*	X03644	29100	67261016	67263182	2167	+	810	upstream	810	TMEM208
chr16	67450659	67450687	29	*	X03649	29800	67428322	67450339	22018	-	319	upstream	319	ZDHHC1
chr16	67562067	67562156	90	*	X03650	79567	67562717	67580691	17975	+	560	upstream	560	RIPOR1
chr16	67693188	67693247	60	*	X03652	50855	67694851	67696681	1831	+	1603	upstream	1603	PARD6A
chr16	67754252	67754337	86	*	X03653	81577	67708436	67753273	44838	-	978	upstream	978	GFOD2
chr16	68003134	68003186	53	*	X03655	6560	67977377	68003095	25719	-	38	upstream	38	SLC12A4
chr16	69139152	69139286	135	*	X03669	3038	69139467	69152619	13153	+	180	upstream	180	HAS3
chr16	70720315	70720440	126	*	X03681	92154	70695107	70719954	24848	-	360	upstream	360	MTSS2
chr16	70721341	70721460	120	*	X03682	92154	70695107	70719954	24848	-	1386	upstream	1386	MTSS2
chr16	71391879	71391910	32	*	X03691	794	71392616	71424342	31727	+	705	upstream	705	CALB2
chr16	81039248	81039352	105	*	X03714	55839	81040103	81066709	26607	+	750	upstream	750	CENPN
chr16	81477589	81477753	165	*	X03716	80790	81478775	81745367	266593	+	1021	upstream	1021	CMIP
chr16	85785011	85785145	135	*	X03759	404550	85741124	85784689	43566	-	321	upstream	321	C16orf74
chr16	86542713	86542817	105	*	X03760	2294	86544133	86548070	3938	+	1315	upstream	1315	FOXF1
chr16	86542713	86542817	105	*	X03760	400550	86508131	86542466	34336	-	246	upstream	246	FENDRR
chr16	87525088	87525196	109	*	X03764	23174	87439852	87525460	85609	-	0	inside	263	ZCCHC14
chr16	88534633	88534650	18	*	X03771	100847057	88535326	88535439	114	+	675	upstream	675	MIR5189
chr16	88535011	88535072	62	*	X03772	100847057	88535326	88535439	114	+	253	upstream	253	MIR5189
chr16	88921356	88921439	84	*	X03782	51693	88922628	88927591	4964	+	1188	upstream	1188	TRAPPC2L
chr16	89267013	89267026	14	*	X03784	146429	89262169	89266529	4361	-	483	upstream	483	SLC22A31
chr16	89573950	89573958	9	*	X03796	6687	89574805	89624174	49370	+	846	upstream	846	SPG7
chr17	1614126	1614305	180	*	X03831	727910	1606084	1613662	7579	-	463	upstream	463	TLCD2
chr17	1732181	1732261	81	*	X03834	6117	1733273	1802848	69576	+	1011	upstream	1011	RPA1
chr17	3540632	3540682	51	*	X03850	23729	3511556	3539616	28061	-	1015	upstream	1015	SHPK
chr17	3797087	3797176	90	*	X03856	84254	3763617	3796337	32721	-	749	upstream	749	CAMKK1
chr17	3868655	3868834	180	*	X03858	489	3827163	3867758	40596	-	896	upstream	896	ATP2A3
chr17	4047691	4047774	84	*	X03859	23140	3907739	4046253	138515	-	1437	upstream	1437	ZZEF1
chr17	4487314	4487414	101	*	X03864	342527	4487276	4511614	24339	+	0	inside	37	SMTNL2
chr17	4606491	4606595	105	*	X03865	101559451	4607525	4608824	1300	+	929	upstream	929	LOC101559451
chr17	4612957	4613046	90	*	X03866	409	4613789	4624795	11007	+	742	upstream	742	ARRB2
chr17	4642324	4642361	38	*	X03868	84225	4643310	4649414	6105	+	948	upstream	948	ZMYND15
chr17	4806574	4806587	14	*	X03872	1145	4801064	4806369	5306	-	204	upstream	204	CHRNE
chr17	4854328	4854447	120	*	X03876	2027	4854384	4860426	6043	+	0	overlapStart	0	ENO3
chr17	4854328	4854447	120	*	X03876	5216	4848945	4852381	3437	-	1946	upstream	1946	PFN1
chr17	4872403	4872567	165	*	X03879	9552	4862521	4871132	8612	-	1270	upstream	1270	SPAG7
chr17	4872598	4872732	135	*	X03880	9552	4862521	4871132	8612	-	1465	upstream	1465	SPAG7
chr17	4900113	4900298	186	*	X03882	10749	4901243	4931694	30452	+	944	upstream	944	KIF1C
chr17	4902317	4902436	120	*	X03883	388324	4891425	4900905	9481	-	1411	upstream	1411	INCA1
chr17	6542463	6542657	195	*	X03894	84817	6544222	6547861	3640	+	1564	upstream	1564	TXNDC17
chr17	6922837	6922956	120	*	X03897	100506755	6919137	6922973	3837	-	0	inside	16	MIR497HG
chr17	6922837	6922956	120	*	X03897	574456	6920934	6921341	408	-	1495	upstream	1495	MIR497
chr17	6923580	6923616	37	*	X03898	100506755	6919137	6922973	3837	-	606	upstream	606	MIR497HG
chr17	6924997	6925221	225	*	X03899	255877	6926369	6932961	6593	+	1147	upstream	1147	BCL6B
chr17	7118583	7118702	120	*	X03906	37	7120444	7128586	8143	+	1741	upstream	1741	ACADVL
chr17	7119048	7119079	32	*	X03907	37	7120444	7128586	8143	+	1364	upstream	1364	ACADVL
chr17	7119558	7119692	135	*	X03908	37	7120444	7128586	8143	+	751	upstream	751	ACADVL
chr17	7119858	7119977	120	*	X03909	37	7120444	7128586	8143	+	466	upstream	466	ACADVL
chr17	7138058	7138099	42	*	X03914	1856	7128661	7137863	9203	-	194	upstream	194	DVL2
chr17	7138189	7138323	135	*	X03915	1856	7128661	7137863	9203	-	325	upstream	325	DVL2
chr17	7146980	7147099	120	*	X03918	11337	7143738	7145753	2016	-	1226	upstream	1226	GABARAP
chr17	7166624	7166678	55	*	X03921	1366	7163222	7166512	3291	-	111	upstream	111	CLDN7
chr17	7167187	7167203	17	*	X03922	1366	7163222	7166512	3291	-	674	upstream	674	CLDN7
chr17	7167234	7167368	135	*	X03923	1366	7163222	7166512	3291	-	721	upstream	721	CLDN7
chr17	7167984	7168103	120	*	X03924	1366	7163222	7166512	3291	-	1471	upstream	1471	CLDN7
chr17	7234294	7234315	22	*	X03928	84461	7215978	7232638	16661	-	1655	upstream	1655	NEURL4
chr17	7253784	7253917	134	*	X03929	147040	7255208	7258262	3055	+	1290	upstream	1290	KCTD11
chr17	7258114	7258278	165	*	X03930	339168	7258497	7260538	2042	+	218	upstream	218	TMEM95
chr17	7309570	7309736	167	*	X03932	57555	7311502	7323179	11678	+	1765	upstream	1765	NLGN2
chr17	7384216	7384262	47	*	X03935	643664	7384721	7386383	1663	+	458	upstream	458	SLC35G6
chr17	7386316	7386435	120	*	X03936	5430	7387698	7417935	30238	+	1262	upstream	1262	POLR2A
chr17	7386639	7386753	115	*	X03937	5430	7387698	7417935	30238	+	944	upstream	944	POLR2A
chr17	7461277	7461396	120	*	X03938	8741	7461609	7464925	3317	+	212	upstream	212	TNFSF13
chr17	7461748	7461897	150	*	X03939	8741	7461609	7464925	3317	+	0	inside	138	TNFSF13
chr17	7464238	7464312	75	*	X03941	100533955	7465309	7482324	17016	+	996	upstream	996	SENP3-EIF4A1
chr17	7464238	7464312	75	*	X03941	26168	7465309	7475287	9979	+	996	upstream	996	SENP3
chr17	7483034	7483153	120	*	X03943	968	7482805	7485429	2625	+	0	inside	228	CD68
chr17	7493546	7493571	26	*	X03944	6665	7491498	7493488	1991	-	57	upstream	57	SOX15
chr17	7516499	7516603	105	*	X03945	6462	7517382	7536700	19319	+	778	upstream	778	SHBG
chr17	7606937	7607203	267	*	X03947	1949	7608520	7614693	6174	+	1316	upstream	1316	EFNB3
chr17	7607444	7607456	13	*	X03948	1949	7608520	7614693	6174	+	1063	upstream	1063	EFNB3
chr17	7619825	7619989	165	*	X03949	146754	7621079	7737058	115980	+	1089	upstream	1089	DNAH2
chr17	7620123	7620125	3	*	X03950	146754	7621079	7737058	115980	+	953	upstream	953	DNAH2
chr17	7741202	7741336	135	*	X03952	23135	7743235	7758118	14884	+	1898	upstream	1898	KDM6B
chr17	7741862	7741949	88	*	X03953	23135	7743235	7758118	14884	+	1285	upstream	1285	KDM6B
chr17	7742593	7742697	105	*	X03954	23135	7743235	7758118	14884	+	537	upstream	537	KDM6B
chr17	7742758	7742877	120	*	X03955	23135	7743235	7758118	14884	+	357	upstream	357	KDM6B
chr17	7759036	7759170	135	*	X03956	124637	7761064	7765600	4537	+	1893	upstream	1893	CYB5D1
chr17	7787589	7787591	3	*	X03957	1107	7788123	7816075	27953	+	531	upstream	531	CHD3
chr17	7834263	7834397	135	*	X03959	116840	7835442	7853237	17796	+	1044	upstream	1044	CNTROB
chr17	7834263	7834397	135	*	X03959	9196	7825177	7832753	7577	-	1509	upstream	1509	KCNAB3
chr17	7834540	7834581	42	*	X03960	116840	7835442	7853237	17796	+	860	upstream	860	CNTROB
chr17	7834540	7834581	42	*	X03960	9196	7825177	7832753	7577	-	1786	upstream	1786	KCNAB3
chr17	8026932	8027141	210	*	X03966	84667	8023908	8027410	3503	-	0	inside	268	HES7
chr17	8027217	8027285	69	*	X03967	84667	8023908	8027410	3503	-	0	inside	124	HES7
chr17	8066941	8067045	105	*	X03973	6844	8062465	8066293	3829	-	647	upstream	647	VAMP2
chr17	8067112	8067180	69	*	X03974	6844	8062465	8066293	3829	-	818	upstream	818	VAMP2
chr17	8067622	8067726	105	*	X03975	6844	8062465	8066293	3829	-	1328	upstream	1328	VAMP2
chr17	8080405	8080509	105	*	X03978	84314	8076297	8079714	3418	-	690	upstream	690	TMEM107
chr17	14203865	14203969	105	*	X03985	9953	14204506	14249492	44987	+	536	upstream	536	HS3ST3B1
chr17	17684223	17684312	90	*	X04005	140771	17680000	17682843	2844	-	1379	upstream	1379	SMCR5
chr17	17943862	17944056	195	*	X04018	91647	17918373	17942480	24108	-	1381	upstream	1381	ATPAF2
chr17	17944267	17944402	136	*	X04019	91647	17918373	17942480	24108	-	1786	upstream	1786	ATPAF2
chr17	18085762	18085781	20	*	X04020	54890	18086867	18113267	26401	+	1085	upstream	1085	ALKBH5
chr17	18908726	18908830	105	*	X04025	644815	18874381	18908060	33680	-	665	upstream	665	FAM83G
chr17	18908876	18908995	120	*	X04026	644815	18874381	18908060	33680	-	815	upstream	815	FAM83G
chr17	19291082	19291306	225	*	X04032	4239	19286755	19290532	3778	-	549	upstream	549	MFAP4
chr17	19881930	19882006	77	*	X04035	11216	19807765	19881169	73405	-	760	upstream	760	AKAP10
chr17	21029307	21029441	135	*	X04041	25979	21030241	21095285	65045	+	799	upstream	799	DHRS7B
chr17	26683110	26683209	100	*	X04059	147007	26684687	26689089	4403	+	1477	upstream	1477	TMEM199
chr17	26683110	26683209	100	*	X04059	23098	26684687	26728065	43379	+	1477	upstream	1477	SARM1
chr17	26973797	26973901	105	*	X04063	9703	26941458	26972177	30720	-	1619	upstream	1619	KIAA0100
chr17	27050498	27050632	135	*	X04064	26772	27050699	27050772	74	+	66	upstream	66	SNORD4B
chr17	27050498	27050632	135	*	X04064	26809	27050447	27050509	63	+	0	overlapEnd	50	SNORD42A
chr17	27917466	27917580	115	*	X04085	28964	27900487	27916610	16124	-	855	upstream	855	GIT1
chr17	28703966	28704010	45	*	X04090	1362	28705942	28796675	90734	+	1931	upstream	1931	CPD
chr17	36583934	36584118	185	*	X04119	57636	36584720	36668628	83909	+	601	upstream	601	ARHGAP23
chr17	36584254	36584339	86	*	X04120	57636	36584720	36668628	83909	+	380	upstream	380	ARHGAP23
chr17	36762938	36763121	184	*	X04136	80725	36686259	36762183	75925	-	754	upstream	754	SRCIN1
chr17	36763257	36763331	75	*	X04137	80725	36686259	36762183	75925	-	1073	upstream	1073	SRCIN1
chr17	36860347	36860389	43	*	X04141	100616203	36858515	36858584	70	-	1762	upstream	1762	MIR4734
chr17	36860347	36860389	43	*	X04141	4302	36861873	36886056	24184	+	1483	upstream	1483	MLLT6
chr17	36885680	36885784	105	*	X04142	284106	36886510	36891858	5349	+	725	upstream	725	CISD3
chr17	36906923	36907042	120	*	X04145	5691	36909002	36920478	11477	+	1959	upstream	1959	PSMB3
chr17	37819603	37819677	75	*	X04150	8557	37821599	37822807	1209	+	1921	upstream	1921	TCAP
chr17	37822746	37822842	97	*	X04151	5409	37824234	37826728	2495	+	1391	upstream	1391	PNMT
chr17	37822858	37823022	165	*	X04152	5409	37824234	37826728	2495	+	1211	upstream	1211	PNMT
chr17	37823664	37823742	79	*	X04153	5409	37824234	37826728	2495	+	491	upstream	491	PNMT
chr17	37893674	37894003	330	*	X04157	2886	37894162	37903538	9377	+	158	upstream	158	GRB7
chr17	37894058	37894113	56	*	X04158	2886	37894162	37903538	9377	+	48	upstream	48	GRB7
chr17	38020168	38020257	90	*	X04165	22806	37913968	38020441	106474	-	0	inside	183	IKZF3
chr17	38218293	38218337	45	*	X04169	7067	38218163	38250120	31958	+	0	inside	129	THRA
chr17	38463450	38463554	105	*	X04185	5914	38465423	38566941	101519	+	1868	upstream	1868	RARA
chr17	38463915	38464004	90	*	X04186	5914	38465423	38566941	101519	+	1418	upstream	1418	RARA
chr17	39678079	39678228	150	*	X04203	3866	39669997	39678026	8030	-	52	upstream	52	KRT15
chr17	39678503	39678607	105	*	X04204	3866	39669997	39678026	8030	-	476	upstream	476	KRT15
chr17	39685909	39686118	210	*	X04205	3880	39679869	39684641	4773	-	1267	upstream	1267	KRT19
chr17	39969995	39970129	135	*	X04218	10609	39958205	39968855	10651	-	1139	upstream	1139	P3H4
chr17	40076121	40076225	105	*	X04219	47	40023179	40075272	52094	-	848	upstream	848	ACLY
chr17	40273579	40273683	105	*	X04223	2648	40265129	40273382	8254	-	196	upstream	196	KAT2A
chr17	40273579	40273683	105	*	X04223	94086	40274756	40275371	616	+	1072	upstream	1072	HSPB9
chr17	40335235	40335399	165	*	X04224	23415	40308910	40333296	24387	-	1938	upstream	1938	KCNH4
chr17	40429299	40429373	75	*	X04227	6777	40351195	40428424	77230	-	874	upstream	874	STAT5B
chr17	40575745	40575879	135	*	X04239	284119	40554467	40575338	20872	-	406	upstream	406	CAVIN1
chr17	40576802	40577041	240	*	X04240	284119	40554467	40575338	20872	-	1463	upstream	1463	CAVIN1
chr17	40687207	40687270	64	*	X04243	4669	40687951	40696466	8516	+	680	upstream	680	NAGLU
chr17	40829561	40829620	60	*	X04249	79990	40819932	40829048	9117	-	512	upstream	512	PLEKHH3
chr17	41131683	41131922	240	*	X04252	146923	41132582	41145707	13126	+	659	upstream	659	RUNDC1
chr17	41158698	41158727	30	*	X04253	3430	41158742	41166476	7735	+	14	upstream	14	IFI35
chr17	41837280	41837351	72	*	X04269	50964	41831099	41836156	5058	-	1123	upstream	1123	SOST
chr17	42247915	42248019	105	*	X04287	92591	42248074	42256451	8378	+	54	upstream	54	ASB16
chr17	42275497	42275586	90	*	X04288	56970	42269173	42275529	6357	-	0	overlapStart	0	ATXN7L3
chr17	42300847	42300966	120	*	X04289	7343	42282401	42298994	16594	-	1852	upstream	1852	UBTF
chr17	43223626	43223730	105	*	X04307	10614	43224684	43229468	4785	+	953	upstream	953	HEXIM1
chr17	43224481	43224585	105	*	X04308	10614	43224684	43229468	4785	+	98	upstream	98	HEXIM1
chr17	43324410	43324449	40	*	X04318	100133991	43325303	43345997	20695	+	853	upstream	853	MAP3K14-AS1
chr17	43395244	43395363	120	*	X04322	9020	43340488	43394414	53927	-	829	upstream	829	MAP3K14
chr17	45899387	45899491	105	*	X04344	114881	45884733	45899147	14415	-	239	upstream	239	OSBPL7
chr17	46704138	46704257	120	*	X04362	3219	46698519	46703835	5317	-	302	upstream	302	HOXB9
chr17	46704678	46704755	78	*	X04363	3219	46698519	46703835	5317	-	842	upstream	842	HOXB9
chr17	46806456	46806556	101	*	X04365	10481	46802127	46806111	3985	-	344	upstream	344	HOXB13
chr17	48229758	48229868	111	*	X04400	84687	48211101	48227877	16777	-	1880	upstream	1880	PPP1R9B
chr17	48449591	48449666	76	*	X04418	146956	48450581	48458820	8240	+	914	upstream	914	EME1
chr17	48609584	48609913	330	*	X04423	55040	48610048	48621111	11064	+	134	upstream	134	EPN3
chr17	49243033	49243184	152	*	X04437	4831	49242796	49249105	6310	+	0	inside	236	NME2
chr17	55928883	55928891	9	*	X04449	51649	55916287	55927433	11147	-	1449	upstream	1449	MRPS23
chr17	57230930	57231049	120	*	X04466	55771	57232860	57284070	51211	+	1810	upstream	1810	PRR11
chr17	57407470	57407574	105	*	X04467	388403	57409053	57479095	70043	+	1478	upstream	1478	YPEL2
chr17	61852819	61852923	105	*	X04481	57003	61822610	61851088	28479	-	1730	upstream	1730	CCDC47
chr17	65991759	65991783	25	*	X04503	284018	65987217	65989765	2549	-	1993	upstream	1993	C17orf58
chr17	70115882	70115885	4	*	X04507	6662	70117161	70122560	5400	+	1275	upstream	1275	SOX9
chr17	71782174	71782304	131	*	X04531	400620	71782961	71796934	13974	+	656	upstream	656	LINC02092
chr17	71782922	71782932	11	*	X04532	400620	71782961	71796934	13974	+	28	upstream	28	LINC02092
chr17	72199185	72199204	20	*	X04533	6169	72199795	72206019	6225	+	590	upstream	590	RPL38
chr17	72199520	72199606	87	*	X04534	6169	72199795	72206019	6225	+	188	upstream	188	RPL38
chr17	72357984	72358103	120	*	X04536	388419	72352555	72357958	5404	-	25	upstream	25	BTBD17
chr17	72870270	72870374	105	*	X04550	2232	72858619	72869156	10538	-	1113	upstream	1113	FDXR
chr17	72919162	72919220	59	*	X04551	124590	72912176	72919351	7176	-	0	inside	130	USH1G
chr17	72919162	72919220	59	*	X04551	92736	72920370	72930006	9637	+	1149	upstream	1149	OTOP2
chr17	73008408	73008446	39	*	X04557	3396	73008780	73017356	8577	+	333	upstream	333	MRPL58
chr17	73259122	73259241	120	*	X04561	23163	73232694	73258444	25751	-	677	upstream	677	GGA3
chr17	73513519	73513623	105	*	X04565	57513	73496341	73511664	15324	-	1854	upstream	1854	CASKIN2
chr17	73520772	73520891	120	*	X04566	3993	73521783	73571290	49508	+	891	upstream	891	LLGL2
chr17	73937650	73937769	120	*	X04574	85302	73894724	73937119	42396	-	530	upstream	530	FBF1
chr17	74100389	74100508	120	*	X04576	23265	74077086	74099868	22783	-	520	upstream	520	EXOC7
chr17	74136949	74137087	139	*	X04577	2302	74132415	74137380	4966	-	0	inside	292	FOXJ1
chr17	74497715	74497838	124	*	X04582	79651	74466975	74497509	30535	-	205	upstream	205	RHBDF2
chr17	74863578	74863682	105	*	X04592	146664	74864798	74946471	81674	+	1115	upstream	1115	MGAT5B
chr17	75275903	75275994	92	*	X04596	10801	75277492	75496678	219187	+	1497	upstream	1497	SEPTIN9
chr17	76125160	76125217	58	*	X04618	147138	76126859	76139049	12191	+	1641	upstream	1641	TMC8
chr17	76357290	76357424	135	*	X04633	9021	76352859	76356158	3300	-	1131	upstream	1131	SOCS3
chr17	76922025	76922189	165	*	X04647	7077	76849059	76921472	72414	-	552	upstream	552	TIMP2
chr17	78195133	78195237	105	*	X04671	6448	78183079	78194199	11121	-	933	upstream	933	SGSH
chr17	78390428	78390447	20	*	X04675	100294362	78325631	78388968	63338	-	1459	upstream	1459	RNF213-AS1
chr17	79007756	79007890	135	*	X04681	10458	79008947	79091232	82286	+	1056	upstream	1056	BAIAP2
chr17	79007921	79008177	257	*	X04682	10458	79008947	79091232	82286	+	769	upstream	769	BAIAP2
chr17	79214508	79214579	72	*	X04685	146705	79202077	79212891	10815	-	1616	upstream	1616	TEPSIN
chr17	79304795	79304797	3	*	X04687	284186	79285072	79304474	19403	-	320	upstream	320	TMEM105
chr17	79635068	79635187	120	*	X04699	339229	79632066	79633618	1553	-	1449	upstream	1449	OXLD1
chr17	79883894	79883998	105	*	X04707	92659	79885705	79888629	2925	+	1706	upstream	1706	MAFG-DT
chr17	79979682	79979786	105	*	X04711	201255	79981280	79989027	7748	+	1493	upstream	1493	LRRC45
chr18	3593043	3593147	105	*	X04735	649446	3594112	3597377	3266	+	964	upstream	964	DLGAP1-AS1
chr18	9706434	9706553	120	*	X04743	11031	9708228	9862553	154326	+	1674	upstream	1674	RAB31
chr18	19283093	19283197	105	*	X04764	57534	19284918	19450912	165995	+	1720	upstream	1720	MIB1
chr18	19748200	19748319	120	*	X04765	2627	19749404	19782491	33088	+	1084	upstream	1084	GATA6
chr18	19748545	19748619	75	*	X04766	2627	19749404	19782491	33088	+	784	upstream	784	GATA6
chr18	20714423	20714429	7	*	X04767	91768	20714528	20840434	125907	+	98	upstream	98	CABLES1
chr18	48404122	48404256	135	*	X04823	4200	48405432	48476162	70731	+	1175	upstream	1175	ME2
chr18	55100910	55101014	105	*	X04826	9480	55102917	55158530	55614	+	1902	upstream	1902	ONECUT2
chr18	55254451	55254555	105	*	X04827	2235	55212073	55253969	41897	-	481	upstream	481	FECH
chr19	1064523	1064709	187	*	X04871	23526	1065922	1086627	20706	+	1212	upstream	1212	ARHGAP45
chr19	1066180	1066374	195	*	X04872	23526	1065922	1086627	20706	+	0	inside	257	ARHGAP45
chr19	1267743	1267802	60	*	X04887	1153	1269267	1274439	5173	+	1464	upstream	1464	CIRBP
chr19	1267878	1268057	180	*	X04888	1153	1269267	1274439	5173	+	1209	upstream	1209	CIRBP
chr19	1271583	1271777	195	*	X04889	148046	1267470	1270259	2790	-	1323	upstream	1323	CIRBP-AS1
chr19	1491978	1492067	90	*	X04897	54760	1481427	1490410	8984	-	1567	upstream	1567	PCSK4
chr19	1939952	1940041	90	*	X04919	1455	1941161	1981336	40176	+	1119	upstream	1119	CSNK1G2
chr19	2097291	2097410	120	*	X04929	126308	2071035	2096269	25235	-	1021	upstream	1021	MOB3A
chr19	2329842	2329976	135	*	X04932	51690	2321520	2328614	7095	-	1227	upstream	1227	LSM7
chr19	2330546	2330755	210	*	X04933	51690	2321520	2328614	7095	-	1931	upstream	1931	LSM7
chr19	3357935	3357939	5	*	X04951	4782	3359561	3469215	109655	+	1621	upstream	1621	NFIC
chr19	3572172	3572236	65	*	X04959	10362	3572943	3579081	6139	+	706	upstream	706	HMG20B
